what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.rse.subsystems.files.dstore,2.1.2.v200902181600,org.eclipse.rse.subsystems.files.dstore,1490155571250
started,bundle,org.eclipse.dstore.core,3.0.3.v200902101918,org.eclipse.dstore.core,1490155571281
started,bundle,org.eclipse.rse.subsystems.files.ftp,2.1.0.v20080609,org.eclipse.rse.subsystems.files.ftp,1490155571296
started,bundle,org.eclipse.rse.subsystems.files.ssh,2.1.0.v20080604,org.eclipse.rse.subsystems.files.ssh,1490155571328
started,bundle,org.eclipse.rse.services.ssh,2.1.1.v20080714,org.eclipse.rse.services.ssh,1490155571328
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1490155615578
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.import,1490155615687
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1490155617890
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1490155620328
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1490155622000
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1490155623484
started,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1490155628078
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1490155628218
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1490155628343
started,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1490155628625
started,bundle,org.eclipse.pde.core,3.4.0.v20090202,org.eclipse.pde.core,1490155628781
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.1.v200807241900,org.eclipse.wst.jsdt.manipulation,1490155629062
started,bundle,org.eclipse.wst.jsdt.core,1.0.104.v200901281939,org.eclipse.wst.jsdt.core,1490155629578
started,bundle,org.eclipse.wst.jsdt.ui,1.0.104.v200901290004,org.eclipse.wst.jsdt.ui,1490155629796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1490155631156
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.rename,1490155631218
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1490155653781
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1490155678921
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.import,1490155678953
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1490155690000
